c0,c1,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,0.0,-2.195611309950392,0.018599701213440113,0.6404610446468558,-0.819416637626858,-1.6433966640561266,-2.417784781764353,0.712596851653055,-0.7566955512604043,-1.3955838670591258,0.03557658860821996
1,1.0,0.04640754572743128,-1.1277065446335997,-0.27124971695488165,1.5048241481275513,0.7363017249067464,-0.13949174020734711,-0.7858630624356552,-0.7051973010495329,0.09791324338267811,-1.6830743450093189
1,0.0,-0.5172451092729983,0.5398486792484709,-1.0891633400357206,-0.1268719886919702,0.5085389628350744,-0.34002028110313803,-1.169654628809518,0.9258472617216643,0.4835159164495929,
0,1.0,-1.1060940181066516,0.6291989480616136,1.2187915595106604,0.20835856702361943,-1.908491461307885,,,-0.5330391237627887,-1.5569397072050875,0.22090520706449082
1,1.0,-2.415710192271217,-1.5945576723416268,-0.1598770533360173,-0.8498115825397783,0.49794072759079727,-2.9724447591582543,0.056148426764016796,-1.29498537383898,0.5318780778611588,1.3290786743330725
0,,0.7840769833028166,0.7655465513373249,-1.320308393978615,-0.8226088166745129,-0.5957606754719674,,-1.0209378566260587,0.040431250740164175,,
1,1.0,-0.7374712496141704,-0.364944631434425,1.4509350285718141,0.2762440125151159,0.9234702905207519,-0.8936485298959268,1.295892386838293,0.4188010955528885,-1.0293726691575054,-0.2389102266729398
1,1.0,0.2868427192014281,-1.2350253832774452,-0.7008420440874665,-0.23332780303226247,-1.7419386078057681,-0.2895284466742414,-0.6848399068945193,-1.65474919746245,,0.1250749179923762
0,1.0,0.7206146041899187,0.5576992459791094,1.4552427870875273,0.41719306676179446,-1.8160353072551048,0.9519338597306035,,-0.6583962549887913,,0.16183214590581502
0,0.0,0.31190931452714166,-0.04077734815764223,0.36673005367242856,2.3200154137085343,0.4961990602445311,,-0.6493106300743725,0.2563375377068882,,0.34659093966829135
1,0.0,-0.1771631970864196,0.17428007732007206,1.5628578393256676,0.5853973073085709,-1.8846772485925294,,,-0.866700856953849,-0.6618954140102105,0.35458348160934144
0,,0.6777052006741263,1.8117527414762333,1.1544033655461736,0.08499312027716274,-1.1377738069866168,,0.8381332529976383,0.8791927899071909,,
0,,0.5392147163398835,-1.1967926891394303,0.9976962201499027,-1.1391125016854764,-0.8906905348313964,0.1334034808534317,,,,1.332852936898476
1,0.0,0.6180845583474044,0.49658309030565123,-0.9979941621989975,-1.2663994058870471,-0.7048170236742223,0.8843322456069941,-0.4386651860167556,,,-0.5644582193951171
0,0.0,-1.6272653635284988,-0.13022544943353576,-0.9282309313141326,-2.1289381603891973,0.017024808982505198,-1.6678391285111336,0.14533865046620356,-0.2526258359104088,1.4995678678379456,0.029203359989562548
0,,-0.37105810612352297,0.18145470114615683,1.8025622437802862,-0.33315320962352657,1.7778603749973616,-0.5144652342102175,1.869515750172423,1.2885187018117097,-0.78505313710114,-0.3220497905293604
1,1.0,-0.6552707849563258,-1.0959661527226232,-0.43821218742186996,-0.2814139169599147,-1.7793518010234093,-0.6655649820695103,-0.2640259478886347,-1.7759276574501328,0.23451752628994676,0.1849005777961792
0,,2.949640182032296,-2.1031497110203867,0.414032369561593,-0.6557745662655767,0.9686855958404375,,0.5637956715511931,,,
0,0.0,-0.6426106113818124,-2.491210628181427,-0.3824915302460055,0.708567251499128,0.04277017527357801,-1.4491813199230148,-0.6156665281103578,-1.8116612014955564,,-1.7762811203704805
1,,1.2750028096160382,-0.48815629082937817,1.729840930753958,0.044874208015023974,-0.3117223608737731,,,-0.8446226179836938,2.1936695031935876,
1,1.0,-1.6567228475634508,-1.53762952864279,0.93473006259314,-2.4112429520860466,-0.479058778333061,-1.8833887481424718,1.9916657539636318,-1.589193324299833,-1.4070527175877356,3.5683376092585353
0,0.0,-0.37817425232260016,-2.7317440635040953,-1.4650677204277476,1.1902309340110757,-0.6680638912552468,-1.20914233506626,-2.056007910769924,,0.7504750494094514,-3.0834822737791066
1,1.0,-1.4089309318138057,-0.5321458573111341,0.6552180738660998,3.027130186915977,0.5956148752679361,-1.6319977684712763,-0.8622018568055492,0.13070910318139267,-1.1313975038576416,-1.6976223896185703
0,0.0,0.21296147176363445,-0.9659678719971905,0.23343190253816892,1.168621668339081,0.5749776950419124,-0.01856530327131323,,,0.07822333816349926,-1.0228532938478112
0,0.0,1.8296020012049894,-0.3970017333802934,0.24631068350794913,0.07756065011695648,-1.12524527189444,,0.26028865161490167,,,
0,0.0,-0.869168936596382,-0.9863760084842504,-1.0029744292879248,0.5881120223749925,-0.8170997810411579,-1.0839814425032872,-1.2734468780343144,-1.2777676792467882,0.7046311731475545,-0.25423837336843463
0,,0.8081780968930063,-0.7481481127716323,0.7127775012073013,1.2217973754129792,1.677583002474825,0.4662329481960082,,,0.785133538104728,
1,1.0,0.7930914605302963,-0.867560631685676,0.7520593790874399,-0.5559451501988739,0.6766973627156235,0.388854792534859,0.6854402462985346,,0.5812047408065584,
0,0.0,0.6592619041015902,-0.5964238235773052,0.8593227984539439,0.9853749689694226,0.4363951571475327,0.44444297056099613,0.2613532004324379,,0.5777981377885214,-0.6356379088080554
0,0.0,-0.20529456056393733,-1.9691872734726696,-0.9363939734689996,-0.05643780894102121,-0.8109968957688376,-0.703375224254569,-0.8979438207734834,-2.3418400981596483,,
1,1.0,-0.13428175814136895,-0.36488185496128034,-2.770974437278002,0.07025710282636273,-1.0893657963091923,-0.11824348171941429,-2.769843577638507,-0.8092558332109983,0.6133974428520643,0.07334008964261371
1,1.0,0.15591928604450775,-1.1029416714929927,1.2859402048546038,0.5637366540443428,-0.7827545980911539,-0.19404650319304487,1.1702965299389927,-1.0293622114762233,0.2531312307149877,-0.610166416755224
1,,0.22710996279283438,-1.5036016594178212,0.8022505297164533,0.9670148176298671,0.23335842952834962,,,,,-1.3373630248676203
0,0.0,0.17671509590252937,-0.9178549603756462,2.169592871464753,-2.008158452246642,0.21487574654257496,,2.8952604198376517,-0.5072091605861597,,1.6377382695522398
1,,0.7976555451496127,0.5647786620362708,-0.7734806997950511,0.35160271228712675,-1.4744740931023892,1.1459933553217456,,-0.4681948999617219,,
1,1.0,-0.10565471375464389,-0.374042575984973,1.153927615658419,1.0319075921092125,-0.9175685513397717,-0.29507231827646513,0.8665248058140375,-1.0641233975891238,-0.004846901301131199,-0.23866891061810735
1,1.0,0.5658898135653276,-0.0189232849729079,0.05065480902961401,1.6265764103749107,0.22240410516941977,0.49723080743074066,,,,
0,,0.3241173443246214,0.15614295024076014,1.384851185430181,-1.8601553698632949,-1.7834733791466009,0.31565919265502684,2.209243294089004,,,
0,1.0,-1.098665159193121,1.1431443724986248,0.5610282238926911,1.3694323073003911,1.0056780369914347,,0.0069025346884923075,1.2229241570948932,-0.44312372226540275,1.6140745730283454
0,,-0.8931102489857139,0.2615762479052137,0.9674296149607667,0.9033928670628344,-0.46247974767612754,-1.0095481075852217,0.597308493259379,0.042670765707457245,-1.005851798467225,-0.05623875706324269
1,,0.5865069545476129,1.6824246906885303,-1.2275313395837497,0.22225161126468762,0.20560006801199882,,-1.1248627658031045,1.3396648551598598,,0.5950801514036639
1,1.0,0.5037587850092233,-0.12854632138201377,-1.5312488855617208,-0.7552024853033849,-0.5385500923660442,0.629474607292042,,,-0.5409489712339437,
1,0.0,1.1003523096386694,2.1577434250333263,-0.49638209643110454,-1.0616911802629851,-2.4737467540664984,,0.06566822670153426,0.16256817936569185,-0.283724020454749,-1.9075091688324024
0,1.0,-2.209297644709826,0.45803645810739213,-0.7661952649590342,-0.18030403643826873,2.126939783004655,-2.008607635116115,-0.643522440599864,1.9134006904011753,1.8377178911899974,-0.15598098169490993
1,0.0,0.6327646361573434,0.5987720404346186,0.9042511545557288,-0.7894138182777347,0.20690826324469228,0.5776870007813901,1.2590604721043952,0.5824089537289135,0.3072174737471391,-0.4127956782040259
0,1.0,-2.386393760786628,0.9502094565222757,-1.265371333896404,0.5369175833151102,-1.4129443021984598,-2.2506963956382884,-1.1735837099421516,-0.18820939420978744,2.9505755415794215,0.7209180015377534
1,0.0,-0.03559313958217666,0.05042516525916545,2.4716853728928476,1.183075726261623,0.1318870300988701,0.05229307425339786,1.6818227166367667,0.18197626768451403,,-0.14879961223332167
1,0.0,-2.454377351019576,0.5597789554824728,1.0136168586945413,-0.7424992593597076,-0.7584959728475203,-2.307971336573654,1.2073407722685443,-0.07279242184191874,-2.2534855704243775,-0.2996218991214247
0,,1.3656097308855846,0.7288763386912472,-0.20514743942736902,0.056168183762432634,-0.8788778351418687,,,,-0.350654800391242,0.0960283403342039
0,1.0,-0.83634048005954,0.06968163431634454,-0.8240080638006073,-0.8123496539722848,0.6524324755972472,-0.7689924443640888,-0.46337998607619707,0.07452027385106051,0.7031789136210476,-0.242801133385303
0,,2.1899791593107985,0.9875240445188729,1.112475637150099,-0.33045847372943477,-1.2525615911330552,,1.072837177102498,-0.19559996878315533,,
1,0.0,0.23017961520891456,0.04417450724279607,0.8314019549267331,0.41847064073048473,-2.1438612262901597,0.13957626434715784,0.297853388385658,-1.2752913008822808,,0.021007838862159112
1,1.0,0.8617873021644459,-0.42203222312840566,0.06274828680685991,0.4242032567646053,-0.05373618119476321,0.6607360086386616,,-0.24170860568453512,,
0,0.0,0.5926359690912928,-0.6762296683040434,-0.9173422759701683,-0.21407086835964986,-0.710541039496307,,-0.6156910960117848,,,0.013404179206779044
